Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,TrackStatus,IsPersonalBest,LapTimeSeconds,GrandPrix,Year
PER,11,23.0,0 days 00:01:32.970000,0 days 00:00:34.259000,0 days 00:00:29.346000,0 days 00:00:29.365000,HARD,16.0,True,Red Bull Racing,1,True,92.97,Saudi Arabia,2024
PER,11,24.0,0 days 00:01:32.795000,0 days 00:00:34.002000,0 days 00:00:29.272000,0 days 00:00:29.521000,HARD,17.0,True,Red Bull Racing,1,True,92.795,Saudi Arabia,2024
PER,11,25.0,0 days 00:01:33.029000,0 days 00:00:34.219000,0 days 00:00:29.359000,0 days 00:00:29.451000,HARD,18.0,True,Red Bull Racing,1,False,93.029,Saudi Arabia,2024
PER,11,26.0,0 days 00:01:32.750000,0 days 00:00:33.951000,0 days 00:00:29.309000,0 days 00:00:29.490000,HARD,19.0,True,Red Bull Racing,1,True,92.75,Saudi Arabia,2024
PER,11,27.0,0 days 00:01:32.734000,0 days 00:00:34.045000,0 days 00:00:29.275000,0 days 00:00:29.414000,HARD,20.0,True,Red Bull Racing,1,True,92.734,Saudi Arabia,2024
PER,11,28.0,0 days 00:01:32.968000,0 days 00:00:34.129000,0 days 00:00:29.353000,0 days 00:00:29.486000,HARD,21.0,True,Red Bull Racing,1,False,92.968,Saudi Arabia,2024
PER,11,29.0,0 days 00:01:32.671000,0 days 00:00:34.061000,0 days 00:00:29.240000,0 days 00:00:29.370000,HARD,22.0,True,Red Bull Racing,1,True,92.671,Saudi Arabia,2024
PER,11,30.0,0 days 00:01:32.782000,0 days 00:00:34.063000,0 days 00:00:29.212000,0 days 00:00:29.507000,HARD,23.0,True,Red Bull Racing,1,False,92.782,Saudi Arabia,2024
PER,11,31.0,0 days 00:01:32.825000,0 days 00:00:33.992000,0 days 00:00:29.256000,0 days 00:00:29.577000,HARD,24.0,True,Red Bull Racing,1,False,92.825,Saudi Arabia,2024
PER,11,32.0,0 days 00:01:32.506000,0 days 00:00:33.975000,0 days 00:00:29.178000,0 days 00:00:29.353000,HARD,25.0,True,Red Bull Racing,1,True,92.506,Saudi Arabia,2024
PER,11,33.0,0 days 00:01:32.564000,0 days 00:00:33.985000,0 days 00:00:29.217000,0 days 00:00:29.362000,HARD,26.0,True,Red Bull Racing,1,False,92.564,Saudi Arabia,2024
PER,11,34.0,0 days 00:01:32.631000,0 days 00:00:34.056000,0 days 00:00:29.271000,0 days 00:00:29.304000,HARD,27.0,True,Red Bull Racing,1,False,92.631,Saudi Arabia,2024
PER,11,35.0,0 days 00:01:32.418000,0 days 00:00:34,0 days 00:00:29.139000,0 days 00:00:29.279000,HARD,28.0,True,Red Bull Racing,1,True,92.418,Saudi Arabia,2024
PER,11,36.0,0 days 00:01:32.363000,0 days 00:00:33.948000,0 days 00:00:29.135000,0 days 00:00:29.280000,HARD,29.0,True,Red Bull Racing,1,True,92.363,Saudi Arabia,2024
PER,11,37.0,0 days 00:01:32.273000,0 days 00:00:33.781000,0 days 00:00:29.236000,0 days 00:00:29.256000,HARD,30.0,True,Red Bull Racing,1,True,92.273,Saudi Arabia,2024
PER,11,38.0,0 days 00:01:32.711000,0 days 00:00:34.097000,0 days 00:00:29.253000,0 days 00:00:29.361000,HARD,31.0,True,Red Bull Racing,1,False,92.711,Saudi Arabia,2024
PER,11,39.0,0 days 00:01:32.350000,0 days 00:00:33.952000,0 days 00:00:29.194000,0 days 00:00:29.204000,HARD,32.0,True,Red Bull Racing,1,False,92.35,Saudi Arabia,2024
PER,11,40.0,0 days 00:01:32.720000,0 days 00:00:34.179000,0 days 00:00:29.155000,0 days 00:00:29.386000,HARD,33.0,True,Red Bull Racing,1,False,92.72,Saudi Arabia,2024
PER,11,41.0,0 days 00:01:32.480000,0 days 00:00:34.098000,0 days 00:00:29.123000,0 days 00:00:29.259000,HARD,34.0,True,Red Bull Racing,1,False,92.48,Saudi Arabia,2024
PER,11,42.0,0 days 00:01:32.433000,0 days 00:00:33.903000,0 days 00:00:29.159000,0 days 00:00:29.371000,HARD,35.0,True,Red Bull Racing,1,False,92.433,Saudi Arabia,2024
PER,11,43.0,0 days 00:01:32.392000,0 days 00:00:33.987000,0 days 00:00:29.093000,0 days 00:00:29.312000,HARD,36.0,True,Red Bull Racing,1,False,92.392,Saudi Arabia,2024
PER,11,44.0,0 days 00:01:32.441000,0 days 00:00:33.983000,0 days 00:00:29.167000,0 days 00:00:29.291000,HARD,37.0,True,Red Bull Racing,1,False,92.441,Saudi Arabia,2024
PER,11,45.0,0 days 00:01:32.562000,0 days 00:00:34.187000,0 days 00:00:29.142000,0 days 00:00:29.233000,HARD,38.0,True,Red Bull Racing,1,False,92.562,Saudi Arabia,2024
PER,11,46.0,0 days 00:01:32.481000,0 days 00:00:34.002000,0 days 00:00:29.207000,0 days 00:00:29.272000,HARD,39.0,True,Red Bull Racing,1,False,92.481,Saudi Arabia,2024
PER,11,47.0,0 days 00:01:32.832000,0 days 00:00:34.183000,0 days 00:00:29.257000,0 days 00:00:29.392000,HARD,40.0,True,Red Bull Racing,1,False,92.832,Saudi Arabia,2024
PER,11,48.0,0 days 00:01:32.514000,0 days 00:00:33.997000,0 days 00:00:29.170000,0 days 00:00:29.347000,HARD,41.0,True,Red Bull Racing,1,False,92.514,Saudi Arabia,2024
PER,11,49.0,0 days 00:01:33.029000,0 days 00:00:34.483000,0 days 00:00:29.092000,0 days 00:00:29.454000,HARD,42.0,True,Red Bull Racing,1,False,93.029,Saudi Arabia,2024
PER,11,50.0,0 days 00:01:32.831000,0 days 00:00:34.299000,0 days 00:00:29.185000,0 days 00:00:29.347000,HARD,43.0,True,Red Bull Racing,1,False,92.831,Saudi Arabia,2024
ALO,14,1.0,0 days 00:01:38.507000,,0 days 00:00:30.035000,0 days 00:00:30.287000,MEDIUM,2.0,False,Aston Martin,1,False,98.507,Saudi Arabia,2024
ALO,14,2.0,0 days 00:01:35.724000,0 days 00:00:35.945000,0 days 00:00:29.705000,0 days 00:00:30.074000,MEDIUM,3.0,False,Aston Martin,1,True,95.724,Saudi Arabia,2024
ALO,14,3.0,0 days 00:01:34.439000,0 days 00:00:35.214000,0 days 00:00:29.443000,0 days 00:00:29.782000,MEDIUM,4.0,False,Aston Martin,1,True,94.439,Saudi Arabia,2024
ALO,14,4.0,0 days 00:01:34.746000,0 days 00:00:35.313000,0 days 00:00:29.540000,0 days 00:00:29.893000,MEDIUM,5.0,False,Aston Martin,1,False,94.746,Saudi Arabia,2024
ALO,14,5.0,0 days 00:01:34.512000,0 days 00:00:35.061000,0 days 00:00:29.628000,0 days 00:00:29.823000,MEDIUM,6.0,False,Aston Martin,1,False,94.512,Saudi Arabia,2024
ALO,14,6.0,0 days 00:01:34.480000,0 days 00:00:35.089000,0 days 00:00:29.616000,0 days 00:00:29.775000,MEDIUM,7.0,False,Aston Martin,12,False,94.48,Saudi Arabia,2024
ALO,14,7.0,0 days 00:02:06.883000,0 days 00:00:35.084000,0 days 00:00:46.252000,0 days 00:00:45.547000,MEDIUM,8.0,False,Aston Martin,24,False,126.883,Saudi Arabia,2024
ALO,14,8.0,,0 days 00:01:09.823000,0 days 00:00:57.417000,0 days 00:00:58.052000,HARD,2.0,False,Aston Martin,4,False,,Saudi Arabia,2024
ALO,14,9.0,,0 days 00:00:55.441000,0 days 00:00:49.285000,0 days 00:00:50.242000,HARD,3.0,False,Aston Martin,41,False,,Saudi Arabia,2024
ALO,14,10.0,0 days 00:01:37.296000,0 days 00:00:36.944000,0 days 00:00:30.179000,0 days 00:00:30.173000,HARD,4.0,False,Aston Martin,1,False,97.296,Saudi Arabia,2024
ALO,14,11.0,0 days 00:01:34.530000,0 days 00:00:35.307000,0 days 00:00:29.584000,0 days 00:00:29.639000,HARD,5.0,False,Aston Martin,1,False,94.53,Saudi Arabia,2024
ALO,14,12.0,0 days 00:01:34.735000,0 days 00:00:35.001000,0 days 00:00:29.760000,0 days 00:00:29.974000,HARD,6.0,False,Aston Martin,1,False,94.735,Saudi Arabia,2024
ALO,14,13.0,0 days 00:01:34.664000,0 days 00:00:34.964000,0 days 00:00:29.795000,0 days 00:00:29.905000,HARD,7.0,False,Aston Martin,1,False,94.664,Saudi Arabia,2024
ALO,14,14.0,0 days 00:01:34.877000,0 days 00:00:35.033000,0 days 00:00:29.853000,0 days 00:00:29.991000,HARD,8.0,False,Aston Martin,1,False,94.877,Saudi Arabia,2024
ALO,14,15.0,0 days 00:01:34.678000,0 days 00:00:34.902000,0 days 00:00:29.818000,0 days 00:00:29.958000,HARD,9.0,False,Aston Martin,1,False,94.678,Saudi Arabia,2024
ALO,14,16.0,0 days 00:01:34.773000,0 days 00:00:34.934000,0 days 00:00:29.778000,0 days 00:00:30.061000,HARD,10.0,False,Aston Martin,1,False,94.773,Saudi Arabia,2024
ALO,14,17.0,0 days 00:01:34.695000,0 days 00:00:34.943000,0 days 00:00:29.737000,0 days 00:00:30.015000,HARD,11.0,False,Aston Martin,1,False,94.695,Saudi Arabia,2024
ALO,14,18.0,0 days 00:01:34.651000,0 days 00:00:34.896000,0 days 00:00:29.912000,0 days 00:00:29.843000,HARD,12.0,False,Aston Martin,1,False,94.651,Saudi Arabia,2024
ALO,14,19.0,0 days 00:01:34.576000,0 days 00:00:34.983000,0 days 00:00:29.717000,0 days 00:00:29.876000,HARD,13.0,False,Aston Martin,1,False,94.576,Saudi Arabia,2024
ALO,14,20.0,0 days 00:01:34.390000,0 days 00:00:34.883000,0 days 00:00:29.704000,0 days 00:00:29.803000,HARD,14.0,False,Aston Martin,1,True,94.39,Saudi Arabia,2024
ALO,14,21.0,0 days 00:01:34.378000,0 days 00:00:34.729000,0 days 00:00:29.720000,0 days 00:00:29.929000,HARD,15.0,False,Aston Martin,1,True,94.378,Saudi Arabia,2024
ALO,14,22.0,0 days 00:01:34.173000,0 days 00:00:34.739000,0 days 00:00:29.559000,0 days 00:00:29.875000,HARD,16.0,False,Aston Martin,1,True,94.173,Saudi Arabia,2024
ALO,14,23.0,0 days 00:01:33.958000,0 days 00:00:34.657000,0 days 00:00:29.538000,0 days 00:00:29.763000,HARD,17.0,False,Aston Martin,1,True,93.958,Saudi Arabia,2024
ALO,14,24.0,0 days 00:01:34.033000,0 days 00:00:34.677000,0 days 00:00:29.528000,0 days 00:00:29.828000,HARD,18.0,False,Aston Martin,1,False,94.033,Saudi Arabia,2024
ALO,14,25.0,0 days 00:01:33.890000,0 days 00:00:34.616000,0 days 00:00:29.499000,0 days 00:00:29.775000,HARD,19.0,False,Aston Martin,1,True,93.89,Saudi Arabia,2024
ALO,14,26.0,0 days 00:01:33.841000,0 days 00:00:34.594000,0 days 00:00:29.461000,0 days 00:00:29.786000,HARD,20.0,False,Aston Martin,1,True,93.841,Saudi Arabia,2024
ALO,14,27.0,0 days 00:01:33.580000,0 days 00:00:34.426000,0 days 00:00:29.398000,0 days 00:00:29.756000,HARD,21.0,False,Aston Martin,1,True,93.58,Saudi Arabia,2024
ALO,14,28.0,0 days 00:01:33.863000,0 days 00:00:34.576000,0 days 00:00:29.484000,0 days 00:00:29.803000,HARD,22.0,False,Aston Martin,1,False,93.863,Saudi Arabia,2024
ALO,14,29.0,0 days 00:01:33.682000,0 days 00:00:34.537000,0 days 00:00:29.386000,0 days 00:00:29.759000,HARD,23.0,False,Aston Martin,1,False,93.682,Saudi Arabia,2024
ALO,14,30.0,0 days 00:01:33.493000,0 days 00:00:34.451000,0 days 00:00:29.373000,0 days 00:00:29.669000,HARD,24.0,False,Aston Martin,1,True,93.493,Saudi Arabia,2024
ALO,14,31.0,0 days 00:01:33.670000,0 days 00:00:34.486000,0 days 00:00:29.375000,0 days 00:00:29.809000,HARD,25.0,False,Aston Martin,1,False,93.67,Saudi Arabia,2024
ALO,14,32.0,0 days 00:01:33.398000,0 days 00:00:34.473000,0 days 00:00:29.294000,0 days 00:00:29.631000,HARD,26.0,False,Aston Martin,1,True,93.398,Saudi Arabia,2024
ALO,14,33.0,0 days 00:01:33.452000,0 days 00:00:34.434000,0 days 00:00:29.329000,0 days 00:00:29.689000,HARD,27.0,False,Aston Martin,1,False,93.452,Saudi Arabia,2024
ALO,14,34.0,0 days 00:01:33.261000,0 days 00:00:34.380000,0 days 00:00:29.248000,0 days 00:00:29.633000,HARD,28.0,False,Aston Martin,1,True,93.261,Saudi Arabia,2024
ALO,14,35.0,0 days 00:01:33.395000,0 days 00:00:34.323000,0 days 00:00:29.277000,0 days 00:00:29.795000,HARD,29.0,False,Aston Martin,1,False,93.395,Saudi Arabia,2024
ALO,14,36.0,0 days 00:01:33.014000,0 days 00:00:34.245000,0 days 00:00:29.250000,0 days 00:00:29.519000,HARD,30.0,False,Aston Martin,1,True,93.014,Saudi Arabia,2024
ALO,14,37.0,0 days 00:01:33.116000,0 days 00:00:34.240000,0 days 00:00:29.262000,0 days 00:00:29.614000,HARD,31.0,False,Aston Martin,1,False,93.116,Saudi Arabia,2024
ALO,14,38.0,0 days 00:01:32.937000,0 days 00:00:34.158000,0 days 00:00:29.198000,0 days 00:00:29.581000,HARD,32.0,False,Aston Martin,1,True,92.937,Saudi Arabia,2024
ALO,14,39.0,0 days 00:01:32.692000,0 days 00:00:34.055000,0 days 00:00:29.086000,0 days 00:00:29.551000,HARD,33.0,False,Aston Martin,1,True,92.692,Saudi Arabia,2024
ALO,14,40.0,0 days 00:01:32.427000,0 days 00:00:34.056000,0 days 00:00:28.961000,0 days 00:00:29.410000,HARD,34.0,False,Aston Martin,1,True,92.427,Saudi Arabia,2024
ALO,14,41.0,0 days 00:01:32.662000,0 days 00:00:34.078000,0 days 00:00:29.065000,0 days 00:00:29.519000,HARD,35.0,False,Aston Martin,1,False,92.662,Saudi Arabia,2024
ALO,14,42.0,0 days 00:01:32.410000,0 days 00:00:33.949000,0 days 00:00:29.054000,0 days 00:00:29.407000,HARD,36.0,False,Aston Martin,1,True,92.41,Saudi Arabia,2024
ALO,14,43.0,0 days 00:01:32.387000,0 days 00:00:33.992000,0 days 00:00:28.953000,0 days 00:00:29.442000,HARD,37.0,False,Aston Martin,1,True,92.387,Saudi Arabia,2024
ALO,14,44.0,0 days 00:01:32.474000,0 days 00:00:34.096000,0 days 00:00:28.971000,0 days 00:00:29.407000,HARD,38.0,False,Aston Martin,1,False,92.474,Saudi Arabia,2024
ALO,14,45.0,0 days 00:01:32.413000,0 days 00:00:34.007000,0 days 00:00:29.022000,0 days 00:00:29.384000,HARD,39.0,False,Aston Martin,1,False,92.413,Saudi Arabia,2024
ALO,14,46.0,0 days 00:01:32.641000,0 days 00:00:34.101000,0 days 00:00:29.066000,0 days 00:00:29.474000,HARD,40.0,False,Aston Martin,1,False,92.641,Saudi Arabia,2024
ALO,14,47.0,0 days 00:01:32.579000,0 days 00:00:34.060000,0 days 00:00:29.020000,0 days 00:00:29.499000,HARD,41.0,False,Aston Martin,1,False,92.579,Saudi Arabia,2024
ALO,14,48.0,0 days 00:01:32.629000,0 days 00:00:34.035000,0 days 00:00:29.132000,0 days 00:00:29.462000,HARD,42.0,False,Aston Martin,1,False,92.629,Saudi Arabia,2024
ALO,14,49.0,0 days 00:01:32.389000,0 days 00:00:34.003000,0 days 00:00:28.907000,0 days 00:00:29.479000,HARD,43.0,False,Aston Martin,1,False,92.389,Saudi Arabia,2024
ALO,14,50.0,0 days 00:01:32.779000,0 days 00:00:34.105000,0 days 00:00:29.053000,0 days 00:00:29.621000,HARD,44.0,False,Aston Martin,1,False,92.779,Saudi Arabia,2024
LEC,16,1.0,0 days 00:01:36.681000,,0 days 00:00:29.838000,0 days 00:00:29.664000,MEDIUM,1.0,True,Ferrari,1,False,96.681,Saudi Arabia,2024
LEC,16,2.0,0 days 00:01:34.179000,0 days 00:00:34.757000,0 days 00:00:29.603000,0 days 00:00:29.819000,MEDIUM,2.0,True,Ferrari,1,True,94.179,Saudi Arabia,2024
LEC,16,3.0,0 days 00:01:34.549000,0 days 00:00:34.851000,0 days 00:00:29.856000,0 days 00:00:29.842000,MEDIUM,3.0,True,Ferrari,1,False,94.549,Saudi Arabia,2024
LEC,16,4.0,0 days 00:01:35.213000,0 days 00:00:35.927000,0 days 00:00:29.635000,0 days 00:00:29.651000,MEDIUM,4.0,True,Ferrari,1,False,95.213,Saudi Arabia,2024
LEC,16,5.0,0 days 00:01:34.382000,0 days 00:00:34.902000,0 days 00:00:29.654000,0 days 00:00:29.826000,MEDIUM,5.0,True,Ferrari,1,False,94.382,Saudi Arabia,2024
LEC,16,6.0,0 days 00:01:34.244000,0 days 00:00:34.737000,0 days 00:00:29.696000,0 days 00:00:29.811000,MEDIUM,6.0,True,Ferrari,1,False,94.244,Saudi Arabia,2024
LEC,16,7.0,0 days 00:02:04.831000,0 days 00:00:34.738000,0 days 00:00:43.191000,0 days 00:00:46.902000,MEDIUM,7.0,True,Ferrari,124,False,124.831,Saudi Arabia,2024
LEC,16,8.0,,0 days 00:01:12.351000,0 days 00:00:57.248000,0 days 00:00:56.807000,HARD,1.0,True,Ferrari,4,False,,Saudi Arabia,2024
LEC,16,9.0,,0 days 00:00:56.449000,0 days 00:00:49.562000,0 days 00:00:52.637000,HARD,2.0,True,Ferrari,41,False,,Saudi Arabia,2024
LEC,16,10.0,0 days 00:01:36.082000,0 days 00:00:36.458000,0 days 00:00:29.741000,0 days 00:00:29.883000,HARD,3.0,True,Ferrari,1,False,96.082,Saudi Arabia,2024
LEC,16,11.0,0 days 00:01:34.443000,0 days 00:00:35.345000,0 days 00:00:29.571000,0 days 00:00:29.527000,HARD,4.0,True,Ferrari,1,False,94.443,Saudi Arabia,2024
LEC,16,12.0,0 days 00:01:33.599000,0 days 00:00:34.732000,0 days 00:00:29.576000,0 days 00:00:29.291000,HARD,5.0,True,Ferrari,1,True,93.599,Saudi Arabia,2024
LEC,16,13.0,0 days 00:01:34.627000,0 days 00:00:35.443000,0 days 00:00:29.747000,0 days 00:00:29.437000,HARD,6.0,True,Ferrari,1,False,94.627,Saudi Arabia,2024
LEC,16,14.0,0 days 00:01:34.039000,0 days 00:00:35.106000,0 days 00:00:29.602000,0 days 00:00:29.331000,HARD,7.0,True,Ferrari,1,False,94.039,Saudi Arabia,2024
LEC,16,15.0,0 days 00:01:34.225000,0 days 00:00:34.869000,0 days 00:00:29.647000,0 days 00:00:29.709000,HARD,8.0,True,Ferrari,1,False,94.225,Saudi Arabia,2024
LEC,16,16.0,0 days 00:01:34.033000,0 days 00:00:34.623000,0 days 00:00:29.653000,0 days 00:00:29.757000,HARD,9.0,True,Ferrari,1,False,94.033,Saudi Arabia,2024
LEC,16,17.0,0 days 00:01:34.073000,0 days 00:00:34.602000,0 days 00:00:29.638000,0 days 00:00:29.833000,HARD,10.0,True,Ferrari,1,False,94.073,Saudi Arabia,2024
LEC,16,18.0,0 days 00:01:34.142000,0 days 00:00:34.703000,0 days 00:00:29.663000,0 days 00:00:29.776000,HARD,11.0,True,Ferrari,1,False,94.142,Saudi Arabia,2024
LEC,16,19.0,0 days 00:01:33.940000,0 days 00:00:34.700000,0 days 00:00:29.520000,0 days 00:00:29.720000,HARD,12.0,True,Ferrari,1,False,93.94,Saudi Arabia,2024
LEC,16,20.0,0 days 00:01:33.949000,0 days 00:00:34.734000,0 days 00:00:29.551000,0 days 00:00:29.664000,HARD,13.0,True,Ferrari,1,False,93.949,Saudi Arabia,2024
LEC,16,21.0,0 days 00:01:33.722000,0 days 00:00:34.562000,0 days 00:00:29.535000,0 days 00:00:29.625000,HARD,14.0,True,Ferrari,1,False,93.722,Saudi Arabia,2024
LEC,16,22.0,0 days 00:01:33.702000,0 days 00:00:34.505000,0 days 00:00:29.563000,0 days 00:00:29.634000,HARD,15.0,True,Ferrari,1,False,93.702,Saudi Arabia,2024
LEC,16,23.0,0 days 00:01:33.602000,0 days 00:00:34.525000,0 days 00:00:29.498000,0 days 00:00:29.579000,HARD,16.0,True,Ferrari,1,False,93.602,Saudi Arabia,2024
LEC,16,24.0,0 days 00:01:33.511000,0 days 00:00:34.499000,0 days 00:00:29.443000,0 days 00:00:29.569000,HARD,17.0,True,Ferrari,1,True,93.511,Saudi Arabia,2024
LEC,16,25.0,0 days 00:01:33.136000,0 days 00:00:34.411000,0 days 00:00:29.258000,0 days 00:00:29.467000,HARD,18.0,True,Ferrari,1,True,93.136,Saudi Arabia,2024
LEC,16,26.0,0 days 00:01:33.510000,0 days 00:00:34.950000,0 days 00:00:29.334000,0 days 00:00:29.226000,HARD,19.0,True,Ferrari,1,False,93.51,Saudi Arabia,2024
LEC,16,27.0,0 days 00:01:33.151000,0 days 00:00:34.087000,0 days 00:00:29.421000,0 days 00:00:29.643000,HARD,20.0,True,Ferrari,1,False,93.151,Saudi Arabia,2024
LEC,16,28.0,0 days 00:01:33.202000,0 days 00:00:33.992000,0 days 00:00:29.510000,0 days 00:00:29.700000,HARD,21.0,True,Ferrari,1,False,93.202,Saudi Arabia,2024
LEC,16,29.0,0 days 00:01:33.305000,0 days 00:00:34.229000,0 days 00:00:29.480000,0 days 00:00:29.596000,HARD,22.0,True,Ferrari,1,False,93.305,Saudi Arabia,2024
LEC,16,30.0,0 days 00:01:32.863000,0 days 00:00:34.034000,0 days 00:00:29.334000,0 days 00:00:29.495000,HARD,23.0,True,Ferrari,1,True,92.863,Saudi Arabia,2024
LEC,16,31.0,0 days 00:01:32.606000,0 days 00:00:33.852000,0 days 00:00:29.225000,0 days 00:00:29.529000,HARD,24.0,True,Ferrari,1,True,92.606,Saudi Arabia,2024
LEC,16,32.0,0 days 00:01:32.959000,0 days 00:00:33.998000,0 days 00:00:29.346000,0 days 00:00:29.615000,HARD,25.0,True,Ferrari,1,False,92.959,Saudi Arabia,2024
LEC,16,33.0,0 days 00:01:33.064000,0 days 00:00:34.074000,0 days 00:00:29.404000,0 days 00:00:29.586000,HARD,26.0,True,Ferrari,1,False,93.064,Saudi Arabia,2024
LEC,16,34.0,0 days 00:01:33.097000,0 days 00:00:34.015000,0 days 00:00:29.529000,0 days 00:00:29.553000,HARD,27.0,True,Ferrari,1,False,93.097,Saudi Arabia,2024
LEC,16,35.0,0 days 00:01:33.013000,0 days 00:00:34.047000,0 days 00:00:29.381000,0 days 00:00:29.585000,HARD,28.0,True,Ferrari,1,False,93.013,Saudi Arabia,2024
LEC,16,36.0,0 days 00:01:32.915000,0 days 00:00:33.953000,0 days 00:00:29.399000,0 days 00:00:29.563000,HARD,29.0,True,Ferrari,1,False,92.915,Saudi Arabia,2024
LEC,16,37.0,0 days 00:01:32.674000,0 days 00:00:33.871000,0 days 00:00:29.276000,0 days 00:00:29.527000,HARD,30.0,True,Ferrari,1,False,92.674,Saudi Arabia,2024
LEC,16,38.0,0 days 00:01:32.632000,0 days 00:00:34.030000,0 days 00:00:29.157000,0 days 00:00:29.445000,HARD,31.0,True,Ferrari,1,False,92.632,Saudi Arabia,2024
LEC,16,39.0,0 days 00:01:32.722000,0 days 00:00:33.983000,0 days 00:00:29.226000,0 days 00:00:29.513000,HARD,32.0,True,Ferrari,1,False,92.722,Saudi Arabia,2024
LEC,16,40.0,0 days 00:01:32.282000,0 days 00:00:33.896000,0 days 00:00:29.111000,0 days 00:00:29.275000,HARD,33.0,True,Ferrari,1,True,92.282,Saudi Arabia,2024
LEC,16,41.0,0 days 00:01:32.504000,0 days 00:00:33.936000,0 days 00:00:29.187000,0 days 00:00:29.381000,HARD,34.0,True,Ferrari,1,False,92.504,Saudi Arabia,2024
LEC,16,42.0,0 days 00:01:32.660000,0 days 00:00:34.077000,0 days 00:00:29.135000,0 days 00:00:29.448000,HARD,35.0,True,Ferrari,1,False,92.66,Saudi Arabia,2024
LEC,16,43.0,0 days 00:01:32.556000,0 days 00:00:34.020000,0 days 00:00:29.165000,0 days 00:00:29.371000,HARD,36.0,True,Ferrari,1,False,92.556,Saudi Arabia,2024
LEC,16,44.0,0 days 00:01:32.679000,0 days 00:00:33.979000,0 days 00:00:29.234000,0 days 00:00:29.466000,HARD,37.0,True,Ferrari,1,False,92.679,Saudi Arabia,2024
LEC,16,45.0,0 days 00:01:32.552000,0 days 00:00:33.883000,0 days 00:00:29.319000,0 days 00:00:29.350000,HARD,38.0,True,Ferrari,1,False,92.552,Saudi Arabia,2024
LEC,16,46.0,0 days 00:01:32.052000,0 days 00:00:33.737000,0 days 00:00:29.074000,0 days 00:00:29.241000,HARD,39.0,True,Ferrari,1,True,92.052,Saudi Arabia,2024
LEC,16,47.0,0 days 00:01:32.029000,0 days 00:00:33.634000,0 days 00:00:29.122000,0 days 00:00:29.273000,HARD,40.0,True,Ferrari,1,True,92.029,Saudi Arabia,2024
LEC,16,48.0,0 days 00:01:33.364000,0 days 00:00:33.936000,0 days 00:00:29.713000,0 days 00:00:29.715000,HARD,41.0,True,Ferrari,1,False,93.364,Saudi Arabia,2024
LEC,16,49.0,0 days 00:01:31.931000,0 days 00:00:33.682000,0 days 00:00:28.970000,0 days 00:00:29.279000,HARD,42.0,True,Ferrari,1,True,91.931,Saudi Arabia,2024
LEC,16,50.0,0 days 00:01:31.632000,0 days 00:00:33.750000,0 days 00:00:28.668000,0 days 00:00:29.214000,HARD,43.0,True,Ferrari,1,True,91.632,Saudi Arabia,2024
STR,18,1.0,0 days 00:01:42.429000,,0 days 00:00:30.865000,0 days 00:00:30.889000,MEDIUM,2.0,False,Aston Martin,1,False,102.429,Saudi Arabia,2024
STR,18,2.0,0 days 00:01:36.094000,0 days 00:00:35.771000,0 days 00:00:30.160000,0 days 00:00:30.163000,MEDIUM,3.0,False,Aston Martin,1,True,96.094,Saudi Arabia,2024
STR,18,3.0,0 days 00:01:35.790000,0 days 00:00:35.453000,0 days 00:00:30.148000,0 days 00:00:30.189000,MEDIUM,4.0,False,Aston Martin,1,True,95.79,Saudi Arabia,2024
STR,18,4.0,0 days 00:01:35.735000,0 days 00:00:35.301000,0 days 00:00:30.247000,0 days 00:00:30.187000,MEDIUM,5.0,False,Aston Martin,1,True,95.735,Saudi Arabia,2024
STR,18,5.0,0 days 00:01:35.560000,0 days 00:00:35.293000,0 days 00:00:30.188000,0 days 00:00:30.079000,MEDIUM,6.0,False,Aston Martin,1,True,95.56,Saudi Arabia,2024
STR,18,6.0,,,,,MEDIUM,7.0,False,Aston Martin,1,,,Saudi Arabia,2024
SAR,2,1.0,0 days 00:01:45.460000,,0 days 00:00:31.169000,0 days 00:00:30.765000,MEDIUM,1.0,True,Williams,1,False,105.46,Saudi Arabia,2024
SAR,2,2.0,0 days 00:01:38.418000,0 days 00:00:37.303000,0 days 00:00:30.722000,0 days 00:00:30.393000,MEDIUM,2.0,True,Williams,1,True,98.418,Saudi Arabia,2024
SAR,2,3.0,0 days 00:01:36.871000,0 days 00:00:36.326000,0 days 00:00:30.341000,0 days 00:00:30.204000,MEDIUM,3.0,True,Williams,1,True,96.871,Saudi Arabia,2024
SAR,2,4.0,0 days 00:01:36.544000,0 days 00:00:36.153000,0 days 00:00:30.291000,0 days 00:00:30.100000,MEDIUM,4.0,True,Williams,1,True,96.544,Saudi Arabia,2024
SAR,2,5.0,0 days 00:01:36.204000,0 days 00:00:35.938000,0 days 00:00:30.121000,0 days 00:00:30.145000,MEDIUM,5.0,True,Williams,1,True,96.204,Saudi Arabia,2024
SAR,2,6.0,0 days 00:01:36.203000,0 days 00:00:35.749000,0 days 00:00:30.086000,0 days 00:00:30.368000,MEDIUM,6.0,True,Williams,12,True,96.203,Saudi Arabia,2024
SAR,2,7.0,0 days 00:02:14.350000,0 days 00:00:46.830000,0 days 00:00:41.873000,0 days 00:00:45.647000,MEDIUM,7.0,True,Williams,24,False,134.35,Saudi Arabia,2024
